time,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter,hdop
1789951935.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951936.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951937.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951938.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951939.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951940.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951941.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951942.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951943.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951944.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951945.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951946.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951947.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951948.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951949.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951950.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951951.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951952.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951953.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951954.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951955.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951956.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951957.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951958.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951959.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951960.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951961.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951962.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951963.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951964.0,47.61872,-122.33857333333331,59.3,549701.8067017394,5274135.866601463,10,T,0.96
1789951965.0,47.61871333333333,-122.33858833333333,58.9,549700.68587438,5274135.116071192,10,T,0.96
1789951966.0,47.61870333333333,-122.33859333333334,58.9,549700.3196363632,5274134.001489667,10,T,0.96
1789951967.0,47.61869333333334,-122.33859833333332,59.0,549699.9533982013,5274132.88690817,10,T,0.96
1789951968.0,47.61867833333334,-122.33860166666666,59.1,549699.7171369202,5274131.217705839,10,T,0.96
1789951969.0,47.61866499999999,-122.33860333333332,59.2,549699.6045345126,5274129.734801071,10,T,0.96
1789951970.0,47.618655000000004,-122.33860333333332,59.3,549699.6140115748,5274128.623423461,10,T,0.96
1789951971.0,47.618649999999995,-122.33860166666666,59.4,549699.7439886659,5274128.068802604,10,T,0.96
1789951972.0,47.61864166666666,-122.33859833333332,59.5,549700.0023633988,5274127.144790504,10,T,0.96
1789951973.0,47.618635,-122.33859333333334,59.6,549700.3843972769,5274126.40707598,10,T,0.96
1789951974.0,47.618625,-122.33858666666666,59.6,549700.8948289627,5274125.299970253,10,T,0.95
1789951975.0,47.61861833333334,-122.33858000000001,59.7,549701.4021017062,5274124.5633237725,10,T,0.96
1789951976.0,47.61861333333333,-122.338575,59.8,549701.7825563474,5274124.010838939,10,T,0.96
1789951977.0,47.618604999999995,-122.338575,59.9,549701.7904542311,5274123.084690939,10,T,0.96
1789951978.0,47.61859833333333,-122.33857333333331,60.1,549701.922011225,5274122.344840534,10,T,0.96
1789951979.0,47.61859333333334,-122.33857000000002,60.2,549702.177227356,5274121.791287735,10,T,0.96
1789951980.0,47.61858833333334,-122.33856833333333,60.4,549702.3072048303,5274121.236666941,10,T,0.95
1789951981.0,47.618583333333326,-122.33856499999999,60.5,549702.5624210481,5274120.683114156,10,T,0.95
1789951982.0,47.61858166666666,-122.33856666666667,60.6,549702.4387619223,5274120.496816546,10,T,0.95
1789951983.0,47.61858166666666,-122.33856666666667,60.8,549702.4387619223,5274120.496816546,10,T,0.96
1789951984.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951985.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951986.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951987.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951988.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951989.0,47.61859333333334,-122.33856499999999,60.8,549702.5529434474,5274121.794491753,10,T,0.95
1789951990.0,47.618583333333326,-122.33855666666665,61.1,549703.1886146524,5274120.688454241,10,T,0.96
1789951991.0,47.618559999999995,-122.33855166666666,61.1,549703.5864456528,5274118.0984439375,10,T,0.96
1789951992.0,47.61853333333333,-122.338535,61.2,549704.8641081455,5274115.14545082,10,T,0.95
1789951993.0,47.61851,-122.33853333333333,61.2,549705.0114624229,5274112.55330452,10,T,0.95
1789951994.0,47.61849,-122.33854333333332,61.3,549704.2789848454,5274110.324141041,10,T,0.95
1789951995.0,47.618469999999995,-122.33855833333334,61.4,549703.1707897114,5274108.091773589,10,T,0.95
1789951996.0,47.61845333333334,-122.33857000000002,61.5,549702.3099126222,5274106.232001554,10,T,0.95
1789951997.0,47.618435,-122.338585,61.6,549701.2001363796,5274104.184864095,10,T,0.95
1789951998.0,47.61843333333333,-122.33859833333332,61.7,549700.1998032979,5274103.991090761,10,T,0.95
1789951999.0,47.61842,-122.33859833333332,61.8,549700.2124394289,5274102.509254007,10,T,0.95
1789952000.0,47.6184,-122.33860333333332,61.9,549699.8556761453,5274100.283295022,10,T,0.95
1789952001.0,47.61837166666666,-122.33861166666665,62.1,549699.2563315724,5274097.129052228,10,T,0.95
1789952002.0,47.61834999999999,-122.33861999999999,62.2,549698.6506684601,5274094.715727883,10,T,0.95
1789952003.0,47.61833166666667,-122.33862833333333,62.4,549698.0418459366,5274092.672862799,10,T,0.95
1789952004.0,47.61830333333334,-122.33864833333334,62.5,549696.5658237766,5274089.51114504,10,T,0.95
1789952005.0,47.618278333333336,-122.33866000000002,62.6,549695.7128385348,5274086.725226117,10,T,0.95
1789952006.0,47.61825999999999,-122.33866833333335,62.8,549695.1040140861,5274084.6823613765,10,T,0.95
1789952007.0,47.61824333333334,-122.33868666666667,63.0,549693.7421726737,5274082.818319362,10,T,0.95
1789952008.0,47.618225,-122.3387,63.1,549692.7576283668,5274080.772251454,10,T,0.95
1789952009.0,47.61821166666667,-122.33871166666668,63.2,549691.8935852513,5274079.282940264,10,T,0.95
1789952010.0,47.61818333333334,-122.33873333333334,63.3,549690.292316541,5274076.120156436,10,T,0.95
1789952011.0,47.61816333333333,-122.33874666666667,63.5,549689.3093489977,5274073.888859563,10,T,0.95
1789952012.0,47.61813833333334,-122.33875166666667,63.6,549688.9573169734,5274071.10721263,10,T,0.95
1789952013.0,47.61812833333333,-122.33876000000001,63.6,549688.3405927916,5274069.990496599,10,T,0.95
1789952014.0,47.618111666666664,-122.33877499999998,63.6,549687.2292253902,5274068.128591585,10,T,0.95
1789952015.0,47.618095,-122.33877333333334,63.7,549687.370256139,5274066.277363413,10,T,0.95
1789952016.0,47.61807333333333,-122.338765,63.8,549688.0169840002,5274063.87471723,10,T,0.95
1789952017.0,47.61804,-122.338715,63.9,549691.805766735,5274060.202157449,10,T,0.95
1789952018.0,47.61800166666667,-122.338675,63.8,549694.8478516063,5274055.967504317,10,T,0.95
1789952019.0,47.61797833333333,-122.33867000000001,64.0,549695.2456826132,5274053.377493706,10,T,0.95
1789952020.0,47.617955,-122.338665,64.2,549695.6435139463,5274050.787483125,10,T,0.95
1789952021.0,47.61793833333333,-122.33865499999999,64.4,549696.410748964,5274048.941594486,10,T,0.95
1789952022.0,47.61790333333333,-122.338625,64.6,549698.6982419003,5274045.070995382,10,T,0.95
1789952023.0,47.617869999999996,-122.33860000000001,64.9,549700.6084370434,5274041.382422875,10,T,0.95
1789952024.0,47.61786,-122.33859499999998,65.1,549700.993635378,5274040.274249297,10,T,0.95
1789952025.0,47.617853333333336,-122.33859333333334,65.4,549701.1251938805,5274039.534398958,10,T,0.95
1789952026.0,47.61781666666668,-122.33856166666668,65.7,549703.5395136512,5274035.479640156,10,T,0.95
1789952027.0,47.61780666666667,-122.33854333333332,65.9,549704.9266375133,5274034.380011069,10,T,1.1
1789952028.0,47.617781666666666,-122.33851833333334,66.2,549706.8289415119,5274031.617588478,10,T,0.95
1789952029.0,47.617755,-122.338495,66.5,549708.6075863454,5274028.668868809,10,T,0.95
1789952030.0,47.61772666666668,-122.33847333333333,66.6,549710.2625719862,5274025.5338519495,10,T,0.95
1789952031.0,47.61772666666668,-122.33847333333333,66.6,549710.2625719862,5274025.5338519495,10,T,0.95
1789952032.0,47.61772666666668,-122.33847333333333,66.6,549710.2625719862,5274025.5338519495,10,T,0.95
